gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,3/12/2018,0,1,0.401905843,0.138500585,0.036761024,0.008437718,0.002792488,0.000713717,1,2350,Loyola (IL),81.28,South,11
mens,3/12/2018,0,1,0.242941357,0.078125051,0.018677027,0.006951217,0.0024927,0.000690854,1,2166,Davidson,81.9,South,12
mens,3/12/2018,0,1,0.368439336,0.067729492,0.034035043,0.007762691,0.001950105,0.000621748,1,152,North Carolina State,81.74,Midwest,9
mens,3/12/2018,0,1,0.403987427,0.070934592,0.025019765,0.00547213,0.001988423,0.00055854,1,2440,Nevada,81.82,South,7
mens,3/12/2018,1,0.587758424,0.270801265,0.059450272,0.016116923,0.005653627,0.001558222,0.000537153,1,183,Syracuse,81.86,Midwest,11b
mens,3/12/2018,0,1,0.417306912,0.076030278,0.022828858,0.006800922,0.00173131,0.00041972,1,2507,Providence,81.27,West,10
mens,3/12/2018,0,1,0.380189943,0.179900411,0.032578078,0.005894324,0.00132905,0.000386474,1,166,New Mexico State,79.79,Midwest,12
mens,3/12/2018,1,0.412241576,0.155660932,0.027312726,0.007500272,0.002659012,0.000816034,0.000307666,1,9,Arizona State,81.26,Midwest,11a
mens,3/12/2018,1,0.457998646,0.130217472,0.040753178,0.012558071,0.002814552,0.000748634,0.000236914,1,179,St. Bonaventure,80.26,East,11a
mens,3/12/2018,0,1,0.234299133,0.037311699,0.00973318,0.002317934,0.000466508,9.05E-05,1,2571,South Dakota State,78.07,West,12
mens,3/12/2018,0,1,0.151789062,0.037861878,0.005818219,0.001494397,0.000409144,8.65E-05,1,2084,Buffalo,79.07,South,13
mens,3/12/2018,0,1,0.16405166,0.040099356,0.004677373,0.001229665,0.000286209,8.06E-05,1,93,Murray State,78.93,East,12
mens,3/12/2018,0,1,0.082991001,0.025230398,0.00599357,0.001304744,0.000259281,4.97E-05,1,2430,North Carolina-Greensboro,78.03,West,13
mens,3/12/2018,0,1,0.077243,0.026527345,0.004351499,0.000995203,0.000175814,4.14E-05,1,2083,Bucknell,78.25,Midwest,14
mens,3/12/2018,0,1,0.067367725,0.022884169,0.006812063,0.001241943,0.000237821,3.54E-05,1,2247,Georgia State,75.99,South,15
mens,3/12/2018,0,1,0.106860926,0.023256105,0.004740784,0.001077617,0.000177637,2.85E-05,1,149,Montana,76.79,West,14
mens,3/12/2018,0,1,0.201838964,0.053027093,0.006590802,0.000825181,0.000121994,2.45E-05,1,232,College of Charleston,76.44,Midwest,13
mens,3/12/2018,0,1,0.045863755,0.010266551,0.002855816,0.000315429,3.93E-05,6.76E-06,1,219,Pennsylvania,75.55,Midwest,16
mens,3/12/2018,0,1,0.090920588,0.014706027,0.001189562,0.000226919,3.41E-05,6.48E-06,1,276,Marshall,75.58,East,13
mens,3/12/2018,0,1,0.106432566,0.021509995,0.002343907,0.000188994,3.12E-05,6.47E-06,1,2617,Stephen F. Austin,74.78,East,14
mens,3/12/2018,0,1,0.092955127,0.020065226,0.002520033,0.000275277,4.49E-05,5.70E-06,1,2750,Wright State,74.31,South,14
mens,3/12/2018,0,1,0.041938476,0.010721554,0.001135599,0.000168385,1.91E-05,3.04E-06,1,314,Iona,74.79,Midwest,15
mens,3/12/2018,0,1,0.035229917,0.006863486,0.00073507,8.42E-05,9.02E-06,9.56E-07,1,288,Lipscomb,72.45,West,15
mens,3/12/2018,0,1,0.021460515,0.003350566,0.000324074,3.15E-05,3.32E-06,2.75E-07,1,2378,Maryland-Baltimore County,71.36,South,16
mens,3/12/2018,1,0.665022175,0.011199507,0.001736498,0.000175333,1.94E-05,1.68E-06,1.91E-07,1,2515,Radford,70.89,East,16b
mens,3/12/2018,0,1,0.022489472,0.002119421,0.000219487,1.05E-05,9.75E-07,1.19E-07,1,2239,Cal State Fullerton,71.88,East,15
mens,3/12/2018,1,0.576082648,0.014453465,0.001292313,8.12E-05,5.83E-06,4.77E-07,3.90E-08,1,2640,Texas Southern,67.93,West,16b
mens,3/12/2018,1,0.334977825,0.00349287,0.000355517,2.97E-05,2.73E-06,1.54E-07,1.16E-08,1,2341,Long Island University,67.64,East,16a
mens,3/12/2018,1,0.423917352,0.007727025,0.000512588,2.00E-05,9.00E-07,3.90E-08,1.71E-09,1,2428,North Carolina Central,65.3,West,16a
mens,3/13/2018,0,1,0.983264047,0.861423197,0.666837035,0.496364676,0.290695879,0.179599862,1,222,Villanova,94.92,East,1
mens,3/13/2018,0,1,0.978539485,0.831920666,0.611027331,0.410680678,0.263778834,0.137404818,1,258,Virginia,93.07,South,1
mens,3/13/2018,0,1,0.958061524,0.806459496,0.466602148,0.288302434,0.162629452,0.100225155,1,150,Duke,92.59,Midwest,2
mens,3/13/2018,0,1,0.954136245,0.764045853,0.6174439,0.318450582,0.152824274,0.082760436,1,2305,Kansas,90.88,Midwest,1
mens,3/13/2018,0,1,0.922757,0.750632792,0.40449112,0.24435115,0.120766521,0.066958777,1,127,Michigan State,91.67,Midwest,3
mens,3/13/2018,0,1,0.932632275,0.775165369,0.52523671,0.252412571,0.145426933,0.066720209,1,2132,Cincinnati,91.06,South,2
mens,3/13/2018,0,1,0.977510528,0.732650723,0.500306844,0.201836563,0.101255913,0.054947904,1,2509,Purdue,91.08,East,2
mens,3/13/2018,0,1,0.964770083,0.788145697,0.458877627,0.251528088,0.120285794,0.053133298,1,153,North Carolina,90.62,West,2
mens,3/13/2018,0,1,0.917008999,0.697667105,0.430707399,0.239689513,0.101366002,0.039775066,1,2250,Gonzaga,89.54,West,4
mens,3/13/2018,0,1,0.97781951,0.703367988,0.343050095,0.171106142,0.07466762,0.030193566,1,2752,Xavier,88.88,West,1
mens,3/13/2018,0,1,0.893139074,0.549710436,0.27120097,0.136965937,0.059142442,0.023674752,1,130,Michigan,88.54,West,3
mens,3/13/2018,0,1,0.757058643,0.401467187,0.155804193,0.083921649,0.044147336,0.018295503,1,96,Kentucky,88.17,South,5
mens,3/13/2018,0,1,0.907044873,0.594002816,0.268427871,0.104963187,0.048858173,0.017743246,1,2633,Tennessee,87.17,South,3
mens,3/13/2018,0,1,0.83594834,0.444677358,0.144942191,0.082308047,0.036118935,0.017522463,1,277,West Virginia,88.58,East,5
mens,3/13/2018,0,1,0.909079412,0.500517258,0.129827349,0.063387752,0.028958282,0.01453052,1,2724,Wichita State,87.97,East,4
mens,3/13/2018,0,1,0.848210938,0.482545885,0.145428516,0.064936309,0.034508035,0.014461358,1,12,Arizona,87.86,South,4
mens,3/13/2018,0,1,0.71781195,0.339960976,0.152265103,0.070551371,0.031714988,0.013196085,1,248,Houston,86.21,West,6
mens,3/13/2018,0,1,0.893567434,0.547784604,0.206320804,0.056698976,0.02563667,0.012753099,1,2641,Texas Tech,87.27,East,3
mens,3/13/2018,0,1,0.721693979,0.343678389,0.137196822,0.04002553,0.016014845,0.007188927,1,57,Florida,86.43,East,6
mens,3/13/2018,0,1,0.765700867,0.239790799,0.112313937,0.047164415,0.017288932,0.005919986,1,194,Ohio State,85.59,West,5
mens,3/13/2018,0,1,0.573537803,0.136076865,0.047718593,0.020620746,0.008268893,0.003875465,1,2628,Texas Christian,84.84,Midwest,6
mens,3/13/2018,0,1,0.631560664,0.157958104,0.095318636,0.028435043,0.0089229,0.003421809,1,2550,Seton Hall,85.05,Midwest,8
mens,3/13/2018,0,1,0.798161036,0.416372948,0.112993258,0.030250307,0.009125373,0.003386769,1,2,Auburn,84.04,Midwest,4
mens,3/13/2018,0,1,0.603822409,0.174723545,0.087411085,0.022795569,0.007974008,0.003194535,1,2086,Butler,84.65,East,10
mens,3/13/2018,0,1,0.619810057,0.350699548,0.098184468,0.02708695,0.008203336,0.003054546,1,228,Clemson,84.15,Midwest,5
mens,3/13/2018,0,1,0.582693088,0.128960538,0.053100733,0.02107775,0.008290857,0.003035757,1,245,Texas A&M,83.55,West,7
mens,3/13/2018,0,1,0.598094157,0.247431373,0.082448653,0.02373146,0.009398694,0.002883854,1,2390,Miami (FL),83.94,South,6
mens,3/13/2018,0,1,0.706088012,0.214943766,0.072588948,0.025928114,0.008486508,0.002610202,1,52,Florida State,83.61,West,9
mens,3/13/2018,0,1,0.596012573,0.131015871,0.052773881,0.013358267,0.00621772,0.00225791,1,251,Texas,82.9,South,10
mens,3/13/2018,0,1,0.582607254,0.097679994,0.037711867,0.013371519,0.005398534,0.001689581,1,156,Creighton,83.4,South,8
mens,3/13/2018,0,1,0.593169778,0.088358397,0.035183943,0.013980846,0.00429084,0.001536986,1,259,Virginia Tech,83.43,East,8
mens,3/13/2018,0,1,0.396177591,0.090506311,0.040116981,0.009022173,0.003228749,0.001318799,1,8,Arkansas,83.29,East,7
mens,3/13/2018,0,1,0.28218805,0.087072483,0.036250855,0.015738467,0.004251037,0.001090409,1,21,San Diego State,81.72,West,11
mens,3/13/2018,0,1,0.417392746,0.067048774,0.025208773,0.008720144,0.003501416,0.001089681,1,2306,Kansas State,81.48,South,9
mens,3/13/2018,0,1,0.580447462,0.114502054,0.031609332,0.010767111,0.002925641,0.000994935,1,227,Rhode Island,83.07,Midwest,7
mens,3/13/2018,0,1,0.419552538,0.068316896,0.020474513,0.007461825,0.002307323,0.000874106,1,201,Oklahoma,82.1,Midwest,10
mens,3/13/2018,0,1,0.293911988,0.079883345,0.025511618,0.008658029,0.002657091,0.000768961,1,142,Missouri,78.49,West,8
mens,3/13/2018,0,1,0.406830222,0.047637236,0.017052481,0.00615274,0.001973476,0.000734184,1,333,Alabama,82.2,East,9
mens,3/13/2018,0,1,0.401905843,0.138500585,0.036761024,0.008437718,0.002792488,0.00071402,1,2350,Loyola (IL),81.28,South,11
mens,3/13/2018,0,1,0.242941357,0.078125051,0.018677027,0.006951217,0.0024927,0.000691128,1,2166,Davidson,81.9,South,12
mens,3/13/2018,0,1,0.368439336,0.067729492,0.034035043,0.007762691,0.001953828,0.000622852,1,152,North Carolina State,81.74,Midwest,9
mens,3/13/2018,0,1,0.403987427,0.070934592,0.025019765,0.00547213,0.001988423,0.000558759,1,2440,Nevada,81.82,South,7
mens,3/13/2018,1,0.587758424,0.270801265,0.059450272,0.016116923,0.005653627,0.001560982,0.000538034,1,183,Syracuse,81.86,Midwest,11b
mens,3/13/2018,1,1,0.278306021,0.08560422,0.025941255,0.00572459,0.001499487,0.000468225,1,179,St. Bonaventure,81.37,East,11a
mens,3/13/2018,0,1,0.417306912,0.076030278,0.022828858,0.006800922,0.00173131,0.000419905,1,2507,Providence,81.27,West,10
mens,3/13/2018,0,1,0.380189943,0.179900411,0.032578078,0.005894324,0.001331797,0.00038722,1,166,New Mexico State,79.79,Midwest,12
mens,3/13/2018,1,0.412241576,0.155660932,0.027312726,0.007500272,0.002659012,0.000817346,0.000308122,1,9,Arizona State,81.26,Midwest,11a
mens,3/13/2018,0,1,0.234299133,0.037311699,0.00973318,0.002317934,0.000466508,9.06E-05,1,2571,South Dakota State,78.07,West,12
mens,3/13/2018,0,1,0.151789062,0.037861878,0.005818219,0.001494397,0.000409144,8.66E-05,1,2084,Buffalo,79.07,South,13
mens,3/13/2018,0,1,0.16405166,0.040099356,0.004700949,0.001235344,0.000287488,8.09E-05,1,93,Murray State,78.93,East,12
mens,3/13/2018,0,1,0.082991001,0.025230398,0.00599357,0.001304744,0.000259281,4.97E-05,1,2430,North Carolina-Greensboro,78.03,West,13
mens,3/13/2018,0,1,0.077243,0.026527345,0.004351499,0.000995203,0.000176237,4.15E-05,1,2083,Bucknell,78.25,Midwest,14
mens,3/13/2018,0,1,0.067367725,0.022884169,0.006812063,0.001241943,0.000237821,3.54E-05,1,2247,Georgia State,75.99,South,15
mens,3/13/2018,0,1,0.106860926,0.023256105,0.004740784,0.001077617,0.000177637,2.85E-05,1,149,Montana,76.79,West,14
mens,3/13/2018,0,1,0.201838964,0.053027093,0.006590802,0.000825181,0.000122314,2.46E-05,1,232,College of Charleston,76.44,Midwest,13
mens,3/13/2018,0,1,0.106432566,0.022932787,0.002486951,0.000199942,3.29E-05,6.79E-06,1,2617,Stephen F. Austin,74.78,East,14
mens,3/13/2018,0,1,0.045863755,0.010266551,0.002855816,0.000315429,3.94E-05,6.78E-06,1,219,Pennsylvania,75.55,Midwest,16
mens,3/13/2018,0,1,0.090920588,0.014706027,0.001196797,0.000228182,3.43E-05,6.51E-06,1,276,Marshall,75.58,East,13
mens,3/13/2018,0,1,0.092955127,0.020065226,0.002520033,0.000275277,4.49E-05,5.70E-06,1,2750,Wright State,74.31,South,14
mens,3/13/2018,0,1,0.041938476,0.010721554,0.001135599,0.000168385,1.92E-05,3.04E-06,1,314,Iona,74.79,Midwest,15
mens,3/13/2018,0,1,0.035229917,0.006863486,0.00073507,8.42E-05,9.02E-06,9.57E-07,1,288,Lipscomb,72.45,West,15
mens,3/13/2018,1,1,0.016735953,0.00258117,0.000259256,2.86E-05,2.46E-06,2.78E-07,1,2515,Radford,71.64,East,16b
mens,3/13/2018,0,1,0.021460515,0.003350566,0.000324074,3.15E-05,3.32E-06,2.75E-07,1,2378,Maryland-Baltimore County,71.36,South,16
mens,3/13/2018,0,1,0.022489472,0.002119421,0.000219257,1.05E-05,9.76E-07,1.19E-07,1,2239,Cal State Fullerton,71.88,East,15
mens,3/13/2018,1,0.576082648,0.014453465,0.001292313,8.12E-05,5.83E-06,4.77E-07,3.90E-08,1,2640,Texas Southern,67.93,West,16b
mens,3/13/2018,1,0.423917352,0.007727025,0.000512588,2.00E-05,9.00E-07,3.90E-08,1.71E-09,1,2428,North Carolina Central,65.3,West,16a
mens,3/13/2018,1,0,0,0,0,0,0,0,0,2341,Long Island University,67.64,East,16a
mens,3/13/2018,1,0,0,0,0,0,0,0,0,26,UCLA,83.22,East,11b
womens,3/12/2018,0,1,0.999768079,0.995164038,0.980795369,0.931304561,0.810387845,0.654797076,1,41,Connecticut,112.83,Albany,1
womens,3/12/2018,0,1,0.999724701,0.976279182,0.840087066,0.560944172,0.372878979,0.118916798,1,239,Baylor,105.29,Lexington,2
womens,3/12/2018,0,1,0.999208399,0.95704856,0.846510335,0.592767371,0.287357389,0.074968836,1,344,Mississippi State,102.16,Kansas City,1
womens,3/12/2018,0,1,0.998778807,0.961039402,0.822746738,0.495544781,0.106628189,0.055858377,1,87,Notre Dame,101.01,Spokane,1
womens,3/12/2018,0,1,0.99507904,0.92501083,0.806974783,0.361752164,0.200098643,0.047426001,1,97,Louisville,99.74,Lexington,1
womens,3/12/2018,0,1,0.99245807,0.90777337,0.609183017,0.252844591,0.084884971,0.014403535,1,251,Texas,98.03,Kansas City,2
womens,3/12/2018,0,1,0.996568842,0.913602384,0.676775332,0.356677865,0.037672944,0.011997983,1,2483,Oregon,97.76,Spokane,2
womens,3/12/2018,0,1,0.995950867,0.928875175,0.634229881,0.047508079,0.022367676,0.008299922,1,2579,South Carolina,96.62,Albany,2
womens,3/12/2018,0,1,0.967657771,0.872523006,0.276794825,0.094981531,0.01352179,0.005384155,1,194,Ohio State,93.97,Spokane,3
womens,3/12/2018,0,1,0.991234769,0.905657249,0.342336217,0.101997716,0.023779623,0.002704757,1,26,UCLA,94.98,Kansas City,3
womens,3/12/2018,0,1,0.980863218,0.771921963,0.129687763,0.043244808,0.013867176,0.001603027,1,2633,Tennessee,91.81,Lexington,3
womens,3/12/2018,0,1,0.972059175,0.744713221,0.280513379,0.012765544,0.004418904,0.001168672,1,52,Florida State,92.73,Albany,3
womens,3/12/2018,0,1,0.822280043,0.457364843,0.075935718,0.025198788,0.00553999,0.000596367,1,120,Maryland,90.6,Kansas City,5
womens,3/12/2018,0,1,0.893255117,0.743921693,0.124085818,0.018437385,0.004279536,0.000338646,1,24,Stanford,91.3,Lexington,4
womens,3/12/2018,0,1,0.600968851,0.269346098,0.054461576,0.016158255,0.001222568,0.000305028,1,305,DePaul,89.76,Spokane,5
womens,3/12/2018,0,1,0.791405884,0.447566228,0.010714102,0.004111568,0.001176848,0.000255085,1,150,Duke,89.06,Albany,5
womens,3/12/2018,0,1,0.80759504,0.445408737,0.051480084,0.012844337,0.002033155,0.000155189,1,152,North Carolina State,87.57,Kansas City,4
womens,3/12/2018,0,1,0.875717116,0.55507648,0.08566025,0.020126811,0.000926767,0.000153953,1,245,Texas A&M,88.22,Spokane,4
womens,3/12/2018,0,1,0.751103372,0.195632239,0.019678323,0.004595075,0.001090789,8.94E-05,1,204,Oregon State,90.25,Lexington,6
womens,3/12/2018,0,1,0.800672895,0.229132508,0.062786207,0.001860714,0.000469378,8.92E-05,1,58,South Florida,88.61,Albany,6
womens,3/12/2018,0,1,0.647804435,0.064898373,0.026989197,0.006604339,0.000408901,8.72E-05,1,2739,Green Bay,88.23,Spokane,7
womens,3/12/2018,0,1,0.713893158,0.062812369,0.032311308,0.0044063,0.000981264,7.47E-05,1,269,Marquette,86.9,Lexington,8
womens,3/12/2018,0,1,0.804972831,0.192040797,0.028810274,0.003882867,0.000815489,5.81E-05,1,142,Missouri,87.15,Lexington,5
womens,3/12/2018,0,1,0.793263929,0.4333063,0.005624226,0.001487987,0.000300094,4.51E-05,1,61,Georgia,85.65,Albany,4
womens,3/12/2018,0,1,0.809257378,0.022505275,0.009116038,0.002067129,0.00050803,4.34E-05,1,130,Michigan,86.86,Lexington,7
womens,3/12/2018,0,1,0.760225084,0.081269652,0.027344595,0.004897127,0.000650677,4.16E-05,1,9,Arizona State,87.74,Kansas City,7
womens,3/12/2018,0,1,0.625092111,0.031227249,0.016482099,0.004515038,0.000574823,3.53E-05,1,197,Oklahoma State,86.06,Kansas City,9
womens,3/12/2018,0,1,0.657288577,0.071014141,0.015800996,0.002835725,0.000382148,2.49E-05,1,2294,Iowa,85.55,Kansas City,6
womens,3/12/2018,0,1,0.399031149,0.14687424,0.019741696,0.004144818,0.000165221,2.45E-05,1,201,Oklahoma,85.7,Spokane,12
womens,3/12/2018,0,1,0.605653225,0.02701009,0.011750614,0.002235321,7.59E-05,9.85E-06,1,2571,South Dakota State,84.23,Spokane,8
womens,3/12/2018,0,1,0.550902267,0.002895297,0.001373675,0.000336512,5.95E-05,7.87E-06,1,2390,Miami (FL),84.59,Albany,8
womens,3/12/2018,0,1,0.374907889,0.011679919,0.004600278,0.000850794,0.000100095,5.71E-06,1,183,Syracuse,83.57,Kansas City,8
womens,3/12/2018,0,1,0.352195565,0.021215041,0.006521649,0.001128235,4.07E-05,5.59E-06,1,135,Minnesota,83.88,Spokane,10
womens,3/12/2018,0,1,0.521761196,0.063162879,0.007414878,0.001080589,3.31E-05,3.94E-06,1,99,Louisiana State,83.37,Spokane,6
womens,3/12/2018,0,1,0.531760366,0.03943195,0.011131264,0.000190829,3.13E-05,3.85E-06,1,25,California,85.11,Albany,7
womens,3/12/2018,0,1,0.478238804,0.054424524,0.00508581,0.000607015,1.77E-05,2.03E-06,1,2117,Central Michigan,81.36,Spokane,11
womens,3/12/2018,0,1,0.286106842,0.011533403,0.003879901,0.000288668,3.94E-05,1.77E-06,1,2168,Dayton,79.88,Lexington,9
womens,3/12/2018,0,1,0.449097733,0.001906545,0.000794714,0.000164106,1.88E-05,1.61E-06,1,2514,Quinnipiac,79.85,Albany,9
womens,3/12/2018,0,1,0.468239634,0.031252049,0.007343833,0.000100039,1.46E-05,1.59E-06,1,258,Virginia,81.44,Albany,10
womens,3/12/2018,0,1,0.394346775,0.011849117,0.003657218,0.000454879,1.32E-05,1.51E-06,1,222,Villanova,81.44,Spokane,9
womens,3/12/2018,0,1,0.177719957,0.045425734,0.002480572,0.000336483,2.90E-05,1.21E-06,1,163,Princeton,80.84,Kansas City,12
womens,3/12/2018,0,1,0.342711423,0.021977126,0.003191942,0.000383794,3.01E-05,1.15E-06,1,156,Creighton,80.95,Kansas City,11
womens,3/12/2018,0,1,0.199327105,0.022228754,0.003761567,6.25E-05,9.67E-06,1.12E-06,1,2084,Buffalo,81.12,Albany,11
womens,3/12/2018,0,1,0.19240496,0.051800686,0.002509021,0.000307237,2.39E-05,9.01E-07,1,2210,Elon,79.75,Kansas City,13
womens,3/12/2018,0,1,0.208594116,0.061659558,0.00039587,6.47E-05,8.45E-06,8.24E-07,1,2057,Belmont,79.98,Albany,12
womens,3/12/2018,0,1,0.248896628,0.030255612,0.001254314,0.000151337,1.71E-05,6.28E-07,1,98,Western Kentucky,79.3,Lexington,11
womens,3/12/2018,0,1,0.106744883,0.047055347,0.002961925,0.000172251,1.79E-05,5.97E-07,1,2250,Gonzaga,81.47,Lexington,13
womens,3/12/2018,0,1,0.239774916,0.009816944,0.002016206,0.000216469,1.49E-05,4.96E-07,1,158,Nebraska,79.79,Kansas City,10
womens,3/12/2018,0,1,0.124282884,0.028703181,0.00197433,0.00023168,5.10E-06,4.60E-07,1,2181,Drake,79.56,Spokane,13
womens,3/12/2018,0,1,0.206736071,0.057467914,0.000297921,4.15E-05,4.41E-06,3.50E-07,1,2382,Mercer,78.69,Albany,13
womens,3/12/2018,0,1,0.195027169,0.016982163,0.000904724,4.49E-05,3.93E-06,1.11E-07,1,526,Florida Gulf Coast,78.55,Lexington,12
womens,3/12/2018,0,1,0.032342229,0.009889591,0.000402686,2.32E-05,3.27E-07,2.00E-08,1,45,George Washington,75.17,Spokane,14
womens,3/12/2018,0,1,0.190742622,0.001200205,0.000155712,1.08E-05,7.70E-07,1.76E-08,1,2458,Northern Colorado,76.66,Lexington,10
womens,3/12/2018,0,1,0.027940825,0.003925517,0.00021786,1.10E-06,6.67E-08,3.06E-09,1,2031,Arkansas-Little Rock,73.64,Albany,14
womens,3/12/2018,0,1,0.00754193,0.001140034,7.99E-05,2.98E-06,1.02E-07,1.73E-09,1,311,Maine,73.34,Kansas City,15
womens,3/12/2018,0,1,0.008765231,0.001351483,4.72E-05,1.52E-06,4.85E-08,7.74E-10,1,44,American,71.55,Kansas City,14
womens,3/12/2018,0,1,0.00492096,0.000643398,7.13E-05,1.39E-06,5.45E-08,6.81E-10,1,68,Boise State,72.44,Lexington,16
womens,3/12/2018,0,1,0.019136782,0.002190185,2.05E-05,7.51E-07,2.91E-08,3.62E-10,1,2335,Liberty,69.68,Lexington,14
womens,3/12/2018,0,1,0.000231921,3.41E-05,4.12E-06,2.02E-07,7.27E-09,2.02E-10,1,2598,Saint Francis (PA),67.54,Albany,16
