ID,Pred
2014_1107_1110,0.284531133143
2014_1107_1112,0.152631625203
2014_1107_1113,0.403037111279
2014_1107_1124,0.368166419332
2014_1107_1140,0.25365712394
2014_1107_1142,0.488600088331
2014_1107_1153,0.406262563317
2014_1107_1157,0.405719327155
2014_1107_1160,0.338142715169
2014_1107_1163,0.328624536
2014_1107_1166,0.220879816597
2014_1107_1173,0.388610660487
2014_1107_1174,0.414412731684
2014_1107_1181,0.358840831143
2014_1107_1184,0.427310746551
2014_1107_1196,0.182381331438
2014_1107_1203,0.335315004915
2014_1107_1211,0.188866926036
2014_1107_1217,0.681611510761
2014_1107_1234,0.340647393361
2014_1107_1235,0.145991135435
2014_1107_1242,0.167540637151
2014_1107_1243,0.35502353774
2014_1107_1246,0.41633368936
2014_1107_1257,0.361001914042
2014_1107_1264,0.418929596853
2014_1107_1269,0.299271261469
2014_1107_1272,0.333538493824
2014_1107_1273,0.419759088294
2014_1107_1276,0.251165381683
2014_1107_1277,0.17604488841
2014_1107_1291,0.406150436085
2014_1107_1295,0.273129567636
2014_1107_1300,0.453480348162
2014_1107_1301,0.461479007874
2014_1107_1304,0.405314795844
2014_1107_1307,0.338174244961
2014_1107_1308,0.437358993507
2014_1107_1314,0.325820515649
2014_1107_1326,0.333538493824
2014_1107_1328,0.297623853237
2014_1107_1329,0.294618478559
2014_1107_1332,0.33879512614
2014_1107_1338,0.374509566176
2014_1107_1344,0.393390227293
2014_1107_1361,0.450362561973
2014_1107_1372,0.564535773283
2014_1107_1386,0.375415372978
2014_1107_1387,0.320944021576
2014_1107_1390,0.374505469171
2014_1107_1393,0.364513892639
2014_1107_1397,0.510663343449
2014_1107_1400,0.333253035639
2014_1107_1409,0.371044989073
2014_1107_1411,0.404207995002
2014_1107_1417,0.190091879631
2014_1107_1418,0.426413301894
2014_1107_1433,0.390534954924
2014_1107_1437,0.323763331316
2014_1107_1438,0.371707552897
2014_1107_1444,0.410697906651
2014_1107_1451,0.467130544294
2014_1107_1454,0.482241119553
2014_1107_1455,0.144389320874
2014_1107_1458,0.36299738897
2014_1107_1459,0.556981138976
2014_1107_1462,0.426331300728
2014_1110_1112,0.353249315235
2014_1110_1113,0.614670969696
2014_1110_1124,0.386986752435
2014_1110_1140,0.434223214289
2014_1110_1142,0.731629757301
2014_1110_1153,0.611409027718
2014_1110_1157,0.621600621006
2014_1110_1160,0.656603586955
2014_1110_1163,0.590122235525
2014_1110_1166,0.33030110789
2014_1110_1173,0.414683735844
2014_1110_1174,0.659476733327
2014_1110_1181,0.438930079279
2014_1110_1184,0.550637253321
2014_1110_1196,0.326520802176
2014_1110_1203,0.450406129982
2014_1110_1211,0.377895014691
2014_1110_1217,0.690569688478
2014_1110_1234,0.390069960903
2014_1110_1235,0.377886558296
2014_1110_1242,0.336551257673
2014_1110_1243,0.45270076741
2014_1110_1246,0.448106173972
2014_1110_1257,0.372440248352
2014_1110_1264,0.658201901517
2014_1110_1269,0.408275229021
2014_1110_1272,0.370914096408
2014_1110_1273,0.667940540799
2014_1110_1276,0.403717626894
2014_1110_1277,0.369334366752
2014_1110_1291,0.642393412881
2014_1110_1295,0.537850291448
2014_1110_1300,0.63173474894
2014_1110_1301,0.561893793918
2014_1110_1304,0.644997389483
2014_1110_1307,0.453806667635
2014_1110_1308,0.50034363043
2014_1110_1314,0.376129294511
2014_1110_1326,0.399268336609
2014_1110_1328,0.351279505058
2014_1110_1329,0.400258928353
2014_1110_1332,0.375499095282
2014_1110_1338,0.447092525713
2014_1110_1344,0.626734799424
2014_1110_1361,0.655217539135
2014_1110_1372,0.804618153141
2014_1110_1386,0.468045566707
2014_1110_1387,0.3813369382
2014_1110_1390,0.445802422295
2014_1110_1393,0.611409027718
2014_1110_1397,0.6632036577
2014_1110_1400,0.453489827916
2014_1110_1409,0.459516043827
2014_1110_1411,0.458819300562
2014_1110_1417,0.290764270379
2014_1110_1418,0.676442253904
2014_1110_1433,0.561461303548
2014_1110_1437,0.369334366752
2014_1110_1438,0.460934849815
2014_1110_1444,0.628963869355
2014_1110_1451,0.461866720846
2014_1110_1454,0.723111824772
2014_1110_1455,0.333968815618
2014_1110_1458,0.396608676286
2014_1110_1459,0.753500390851
2014_1110_1462,0.484595835483
2014_1112_1113,0.759490115576
2014_1112_1124,0.602150215416
2014_1112_1140,0.504277650304
2014_1112_1142,0.794241395323
2014_1112_1153,0.728053480006
2014_1112_1157,0.783460296587
2014_1112_1160,0.808332082788
2014_1112_1163,0.750867684143
2014_1112_1166,0.483497804844
2014_1112_1173,0.634539358906
2014_1112_1174,0.618832362781
2014_1112_1181,0.548200656261
2014_1112_1184,0.620121440427
2014_1112_1196,0.515291796478
2014_1112_1203,0.650890717275
2014_1112_1211,0.634357359684
2014_1112_1217,0.749857731734
2014_1112_1234,0.580798622393
2014_1112_1235,0.423776877648
2014_1112_1242,0.486395809903
2014_1112_1243,0.672318206806
2014_1112_1246,0.598503789109
2014_1112_1257,0.54442307685
2014_1112_1264,0.777227555483
2014_1112_1269,0.575400019255
2014_1112_1272,0.531245340084
2014_1112_1273,0.7718136256
2014_1112_1276,0.600518326035
2014_1112_1277,0.46085435741
2014_1112_1291,0.75007240441
2014_1112_1295,0.632500547687
2014_1112_1300,0.798101611614
2014_1112_1301,0.68709266753
2014_1112_1304,0.797677690155
2014_1112_1307,0.626643869848
2014_1112_1308,0.674022972236
2014_1112_1314,0.568072012838
2014_1112_1326,0.594475710974
2014_1112_1328,0.529795896783
2014_1112_1329,0.560438744942
2014_1112_1332,0.533126881803
2014_1112_1338,0.605442185759
2014_1112_1344,0.762960045133
2014_1112_1361,0.771633455648
2014_1112_1372,0.806528413182
2014_1112_1386,0.627669404905
2014_1112_1387,0.587981445866
2014_1112_1390,0.606946235956
2014_1112_1393,0.559351327045
2014_1112_1397,0.815319733171
2014_1112_1400,0.617559319597
2014_1112_1409,0.638084734955
2014_1112_1411,0.645986105901
2014_1112_1417,0.399688052971
2014_1112_1418,0.759213887767
2014_1112_1433,0.74575629968
2014_1112_1437,0.516650031717
2014_1112_1438,0.655284008446
2014_1112_1444,0.797957324661
2014_1112_1451,0.6590985694
2014_1112_1454,0.808332082788
2014_1112_1455,0.445014854958
2014_1112_1458,0.621701420236
2014_1112_1459,0.808332082788
2014_1112_1462,0.656926254912
2014_1113_1124,0.462498880224
2014_1113_1140,0.374058124405
2014_1113_1142,0.63966536631
2014_1113_1153,0.549232235244
