AST,AST_Diff,BLK,BLK_Diff,Coach,DR,DR_Diff,FGP,FGP3,FGP3_Diff,FGP_Diff,FTP,FTP_Diff,Loc,OR,OR_Diff,OtherTeamID,PPG,PPG_Diff,Rank,Rank_Diff,Result,SEED_Diff,STL,STL_Diff,Season,Seed,TeamID
13.9473684211,2.17813765182,6.10526315789,2.72064777328,avery_johnson,29.2631578947,4.95546558704,0.506473927994,0.348059107062,0.0685539183506,0.0877933939329,0.652612757344,-0.0953392210844,H,9.78947368421,-1.36437246964,1328,77.6842105263,4.53036437247,37.0,21,1,-1.0,6.78947368421,0.558704453441,2018,9.0,1104
16.8947368421,5.12550607287,4.52631578947,1.14170040486,michael_boynton,26.9473684211,2.63967611336,0.462374112699,0.37218058454,0.0926753958289,0.0436935786376,0.78496188416,0.0370099057315,H,12.6315789474,1.47773279352,1328,82.1052631579,8.95141700405,37.0,51,1,7.0,7.05263157895,0.821862348178,2018,17.0,1329
16.8947368421,5.12550607287,4.52631578947,1.14170040486,michael_boynton,26.9473684211,2.63967611336,0.462374112699,0.37218058454,0.0926753958289,0.0436935786376,0.78496188416,0.0370099057315,N,12.6315789474,1.47773279352,1328,82.1052631579,8.95141700405,37.0,51,1,7.0,7.05263157895,0.821862348178,2018,17.0,1329
12.2631578947,0.493927125506,5.36842105263,1.98380566802,shaka_smart,27.3157894737,3.00809716599,0.472883315953,0.333912852815,0.054407664103,0.054202781892,0.673325889855,-0.074626088573,H,9.42105263158,-1.73279352227,1328,75.7368421053,2.58299595142,37.0,11,1,0.0,6.15789473684,-0.0728744939271,2018,10.0,1400
12.2631578947,0.493927125506,5.36842105263,1.98380566802,shaka_smart,27.3157894737,3.00809716599,0.472883315953,0.333912852815,0.054407664103,0.054202781892,0.673325889855,-0.074626088573,A,9.42105263158,-1.73279352227,1328,75.7368421053,2.58299595142,37.0,11,1,0.0,6.15789473684,-0.0728744939271,2018,10.0,1400
15.7826086957,4.01337792642,4.78260869565,1.39799331104,mike_anderson,26.3913043478,2.08361204013,0.499144081773,0.4266020511,0.147096862388,0.0804635477115,0.676266330389,-0.071685648039,N,10.1304347826,-1.02341137124,1328,86.4347826087,13.2809364548,37.0,-7,1,-3.0,6.95652173913,0.725752508361,2018,7.0,1116
17.4074074074,5.63817663818,4.51851851852,1.1339031339,bill_self,26.7037037037,2.39601139601,0.509786083771,0.42890505489,0.149399866178,0.0911055497095,0.708095828634,-0.0398561497939,H,9.11111111111,-2.04273504274,1328,83.7407407407,10.5868945869,37.0,-32,1,-9.0,6.85185185185,0.621082621083,2018,1.0,1242
15.0833333333,3.3141025641,4.29166666667,0.907051282051,chris_beard,25.5833333333,1.27564102564,0.486183624023,0.385072177063,0.105566988352,0.0675030899616,0.712737191094,-0.0352147873341,H,10.25,-0.903846153846,1328,78.8333333333,5.67948717949,37.0,-15,1,-7.0,8.375,2.14423076923,2018,3.0,1403
15.6923076923,3.92307692308,4.84615384615,1.46153846154,steve_prohm,27.8461538462,3.53846153846,0.469136403794,0.385579503625,0.106074314914,0.0504558697326,0.724498178517,-0.0234537999113,H,11.3076923077,0.153846153846,1328,80.1538461538,7.0,37.0,91,1,7.0,5.76923076923,-0.461538461538,2018,17.0,1235
16.7058823529,4.93665158371,4.70588235294,1.32126696833,scott_drew,28.9411764706,4.6334841629,0.509005541352,0.378246280602,0.0987410918907,0.0903250072909,0.733744922987,-0.0142070554414,H,11.1764705882,0.0226244343891,1328,80.2352941176,7.0814479638,37.0,24,1,7.0,5.47058823529,-0.760180995475,2018,17.0,1124
15.7727272727,4.0034965035,3.36363636364,-0.020979020979,bruce_weber,23.6818181818,-0.625874125874,0.501544974803,0.366713762629,0.0872085739178,0.0828644407416,0.750519767998,0.00256778956967,H,8.0,-3.15384615385,1328,76.7272727273,3.57342657343,37.0,25,1,-1.0,7.81818181818,1.58741258741,2018,9.0,1243
15.9166666667,4.14743589744,5.70833333333,2.32371794872,bob_huggins,25.625,1.31730769231,0.447329626386,0.36717808517,0.0876728964589,0.0286490923243,0.760631589056,0.0126796106276,H,13.875,2.72115384615,1328,82.3333333333,9.17948717949,37.0,-6,1,-5.0,9.16666666667,2.9358974359,2018,5.0,1452
15.9166666667,4.14743589744,5.70833333333,2.32371794872,bob_huggins,25.625,1.31730769231,0.447329626386,0.36717808517,0.0876728964589,0.0286490923243,0.760631589056,0.0126796106276,A,13.875,2.72115384615,1328,82.3333333333,9.17948717949,37.0,-6,1,-5.0,9.16666666667,2.9358974359,2018,5.0,1452
13.9473684211,2.66165413534,6.10526315789,2.39097744361,avery_johnson,29.2631578947,5.40601503759,0.506473927994,0.348059107062,0.0698666875653,0.120236476994,0.652612757344,-0.118859037116,H,9.78947368421,-2.92481203008,1120,77.6842105263,4.68421052632,8.0,50,1,5.0,6.78947368421,1.36090225564,2018,9.0,1104
13.9473684211,2.66165413534,6.10526315789,2.39097744361,avery_johnson,29.2631578947,5.40601503759,0.506473927994,0.348059107062,0.0698666875653,0.120236476994,0.652612757344,-0.118859037116,N,9.78947368421,-2.92481203008,1120,77.6842105263,4.68421052632,8.0,50,1,5.0,6.78947368421,1.36090225564,2018,9.0,1104
15.7826086957,4.49689440994,4.78260869565,1.06832298137,mike_anderson,26.3913043478,2.53416149068,0.499144081773,0.4266020511,0.148409631603,0.112906630773,0.676266330389,-0.0952054640701,H,10.1304347826,-2.58385093168,1120,86.4347826087,13.4347826087,8.0,22,1,3.0,6.95652173913,1.52795031056,2018,7.0,1116
14.1764705882,2.89075630252,3.82352941176,0.109243697479,fran_dunphy,26.7647058824,2.90756302521,0.441568286161,0.380951643277,0.10275922378,0.055330835161,0.688444120801,-0.0830276736586,N,10.1176470588,-2.59663865546,1120,74.3529411765,1.35294117647,8.0,44,1,13.0,6.94117647059,1.51260504202,2018,17.0,1396
14.6,3.31428571429,5.5,1.78571428571,michael_white,25.9,2.04285714286,0.460749924845,0.4063654992,0.128173079704,0.0745124738452,0.694119286703,-0.0773525077564,H,10.15,-2.56428571429,1120,81.8,8.8,8.0,30,1,2.0,7.4,1.97142857143,2018,6.0,1196
17.65,6.36428571429,6.05,2.33571428571,billy_kennedy,31.0,7.14285714286,0.480738625562,0.358994239998,0.0808018205011,0.0945011745621,0.667280902942,-0.104190891517,A,12.55,-0.164285714286,1120,79.65,6.65,8.0,16,1,3.0,6.05,0.621428571429,2018,7.0,1401
14.3125,3.02678571429,3.3125,-0.401785714286,frank_martin,26.1875,2.33035714286,0.431494261322,0.372057591424,0.093865171927,0.0452568103215,0.681460988887,-0.0900108055729,H,12.25,-0.464285714286,1120,76.875,3.875,8.0,72,1,13.0,6.75,1.32142857143,2018,17.0,1376
13.9473684211,1.32236842105,6.10526315789,2.35526315789,avery_johnson,29.2631578947,8.51315789474,0.506473927994,0.348059107062,0.0293748555837,0.122013714725,0.652612757344,-0.064922010694,H,9.78947368421,-4.46052631579,1397,77.6842105263,7.05921052632,9.0,49,1,6.0,6.78947368421,1.53947368421,2018,9.0,1104
15.7826086957,3.15760869565,4.78260869565,1.03260869565,mike_anderson,26.3913043478,5.64130434783,0.499144081773,0.4266020511,0.107917799622,0.114683868503,0.676266330389,-0.0412684376486,H,10.1304347826,-4.11956521739,1397,86.4347826087,15.8097826087,9.0,21,1,4.0,6.95652173913,1.70652173913,2018,7.0,1116
17.1666666667,4.54166666667,4.03333333333,0.283333333333,jay_wright,26.2666666667,5.51666666667,0.510488566546,0.412788304828,0.0941040533493,0.126028353277,0.771778196024,0.0542434279857,N,9.56666666667,-4.68333333333,1397,87.9333333333,17.3083333333,9.0,-7,1,-2.0,6.86666666667,1.61666666667,2018,1.0,1437
15.3684210526,2.74342105263,4.73684210526,0.986842105263,cuonzo_martin,27.3157894737,6.56578947368,0.494022660395,0.42004776797,0.101363516492,0.109562447125,0.757603017611,0.0400682495729,H,8.63157894737,-5.61842105263,1397,77.7894736842,7.16447368421,9.0,24,1,5.0,5.89473684211,0.644736842105,2018,8.0,1281
14.5,1.875,5.125,1.375,john_calipari,26.9166666667,6.16666666667,0.49455132414,0.398197629433,0.0795133779547,0.110091110871,0.695696483783,-0.0218382842547,N,12.1666666667,-2.08333333333,1397,81.25,10.625,9.0,8,1,2.0,5.83333333333,0.583333333333,2018,5.0,1246
15.32,2.695,5.88,2.13,bruce_pearl,26.64,5.89,0.456570292714,0.395504175017,0.0768199235383,0.0721100794442,0.780356069945,0.0628213019068,A,11.96,-2.29,1397,86.28,15.655,9.0,-1,1,1.0,8.0,2.75,2018,4.0,1120
19.76,7.135,4.48,0.73,roy_williams,29.72,8.97,0.481318503417,0.381719193813,0.063034942335,0.0968582901477,0.760257325759,0.0427225577215,A,14.4,0.15,1397,86.68,16.055,9.0,-3,1,-1.0,5.8,0.55,2018,2.0,1314
13.3333333333,0.708333333333,4.88888888889,1.13888888889,mark_fox,29.5,8.75,0.451067256977,0.333304140938,0.0146198894598,0.0666070437072,0.701792676415,-0.0157420916233,H,12.7222222222,-1.52777777778,1397,74.3888888889,3.76388888889,9.0,74,1,14.0,4.5,-0.75,2018,17.0,1208
