ID,Pred
2014_1107_1110,6.85979914848e-05
2014_1107_1112,0.999230198215
2014_1107_1113,0.998935704518
2014_1107_1124,0.991968352522
2014_1107_1140,0.994070514775
2014_1107_1142,0.00181914341974
2014_1107_1153,0.969751556626
2014_1107_1157,0.0155060610743
2014_1107_1160,0.994296226844
2014_1107_1163,0.0223079234542
2014_1107_1166,0.999990832634
2014_1107_1173,0.991769565583
2014_1107_1174,7.61085650196e-09
2014_1107_1181,0.667364780469
2014_1107_1184,0.950131822492
2014_1107_1196,0.987182186443
2014_1107_1203,0.990242911187
2014_1107_1211,0.989832664072
2014_1107_1217,0.0546844999033
2014_1107_1234,0.0479906953391
2014_1107_1235,0.999990012157
2014_1107_1242,0.998664240213
2014_1107_1243,0.998932517151
2014_1107_1246,0.988198109925
2014_1107_1257,0.997155073135
2014_1107_1264,0.0129877387643
2014_1107_1269,0.998880353904
2014_1107_1272,0.993772475694
2014_1107_1273,0.345609955182
2014_1107_1276,0.951459811303
2014_1107_1277,0.999852963428
2014_1107_1291,0.967023475396
2014_1107_1295,1.63905375201e-09
2014_1107_1300,0.0130024005806
2014_1107_1301,0.999897445349
2014_1107_1304,0.997016980883
2014_1107_1307,0.476003823572
2014_1107_1308,0.0308534104091
2014_1107_1314,0.990476367551
2014_1107_1326,0.89013494316
2014_1107_1328,0.999935471739
2014_1107_1329,0.999999932691
2014_1107_1332,0.896780431926
2014_1107_1338,0.651120090519
2014_1107_1344,0.382742096585
2014_1107_1361,0.999998261187
2014_1107_1372,0.997305260151
2014_1107_1386,0.936132030572
2014_1107_1387,0.986153743961
2014_1107_1390,0.996019852561
2014_1107_1393,0.954677703347
2014_1107_1397,0.971302384118
2014_1107_1400,0.986950103623
2014_1107_1409,0.0215479577847
2014_1107_1411,0.999979513546
2014_1107_1417,0.999986442567
2014_1107_1418,1.07676388118e-05
2014_1107_1433,0.998724609741
2014_1107_1437,0.999708877074
2014_1107_1438,0.992921584984
2014_1107_1444,0.997043536541
2014_1107_1451,0.000199537553118
2014_1107_1454,5.60631433503e-08
2014_1107_1455,0.99944967712
2014_1107_1458,0.984527376586
2014_1107_1459,0.15521007532
2014_1107_1462,0.00045755321457
2014_1110_1112,0.766228862178
2014_1110_1113,0.986800083201
2014_1110_1124,0.999455171028
2014_1110_1140,0.987664992127
2014_1110_1142,0.00554595148638
2014_1110_1153,0.994734686271
2014_1110_1157,0.00453479513893
2014_1110_1160,0.930566900582
2014_1110_1163,0.928853129944
2014_1110_1166,0.999631587059
2014_1110_1173,0.97478422661
2014_1110_1174,1.50765867468e-14
2014_1110_1181,0.999976699081
2014_1110_1184,4.33180550023e-07
2014_1110_1196,0.95473274317
2014_1110_1203,0.988071407257
2014_1110_1211,0.987473327901
2014_1110_1217,0.965593319569
2014_1110_1234,0.114318043556
2014_1110_1235,0.734008526138
2014_1110_1242,0.986957189448
2014_1110_1243,0.988102329607
2014_1110_1246,0.0955806988197
2014_1110_1257,0.999959573863
2014_1110_1264,1.75021249224e-07
2014_1110_1269,0.999916171213
2014_1110_1272,0.999881488933
2014_1110_1273,1.47052673567e-06
2014_1110_1276,0.999998435732
2014_1110_1277,0.479903135853
2014_1110_1291,0.997405204785
2014_1110_1295,3.36379093004e-20
2014_1110_1300,0.999998990032
2014_1110_1301,0.986752843309
2014_1110_1304,0.934493315686
2014_1110_1307,0.988368904618
2014_1110_1308,0.0583415105932
2014_1110_1314,0.999627269802
2014_1110_1326,0.995148169122
2014_1110_1328,0.999911525766
2014_1110_1329,0.00684439618308
2014_1110_1332,0.969240650607
2014_1110_1338,0.146851363882
2014_1110_1344,0.945229214233
2014_1110_1361,0.999706542788
2014_1110_1372,3.07211358412e-10
2014_1110_1386,0.968267205392
2014_1110_1387,0.996784961121
2014_1110_1390,0.171810167289
2014_1110_1393,0.999191875544
2014_1110_1397,0.979222515963
2014_1110_1400,0.986305485284
2014_1110_1409,2.1925239097e-05
2014_1110_1411,0.999999994282
2014_1110_1417,0.99928719229
2014_1110_1418,7.46272608183e-11
2014_1110_1433,0.990470637555
2014_1110_1437,0.999999217765
2014_1110_1438,0.994839050357
2014_1110_1444,0.821027396953
2014_1110_1451,3.9653093342e-05
2014_1110_1454,0.997636411176
2014_1110_1455,0.76651124685
2014_1110_1458,0.999998309866
2014_1110_1459,0.988003784469
2014_1110_1462,0.997593382816
2014_1112_1113,0.99976210207
2014_1112_1124,0.119886205014
2014_1112_1140,0.999938964525
2014_1112_1142,0.00433833889578
2014_1112_1153,1.0
2014_1112_1157,0.0500783565959
2014_1112_1160,1.0
2014_1112_1163,0.999855844499
2014_1112_1166,6.93935856488e-06
2014_1112_1173,0.989785881305
2014_1112_1174,0.958314854795
2014_1112_1181,0.999018516586
2014_1112_1184,0.0268730567236
2014_1112_1196,0.273000736697
2014_1112_1203,0.99818589611
2014_1112_1211,0.999999997551
2014_1112_1217,0.00672509332941
2014_1112_1234,1.64336488949e-09
2014_1112_1235,0.288929533949
2014_1112_1242,1.86277000061e-07
2014_1112_1243,0.00104327241092
2014_1112_1246,0.639011157195
2014_1112_1257,1.59318664773e-06
2014_1112_1264,0.0111669994148
2014_1112_1269,1.48501117532e-05
2014_1112_1272,0.984434587019
2014_1112_1273,0.00840603272089
2014_1112_1276,0.999385635536
2014_1112_1277,0.951604402425
2014_1112_1291,0.0261615284319
2014_1112_1295,0.999988191172
2014_1112_1300,0.999999999959
2014_1112_1301,1.0
2014_1112_1304,0.999999490174
2014_1112_1307,0.999999898291
2014_1112_1308,0.999555593431
2014_1112_1314,0.00165454448084
2014_1112_1326,1.0
2014_1112_1328,0.979258857357
2014_1112_1329,4.39864984763e-07
2014_1112_1332,0.999990412166
2014_1112_1338,0.0366343883386
2014_1112_1344,0.999636410668
2014_1112_1361,0.999999047987
2014_1112_1372,0.992226104804
2014_1112_1386,0.999995997095
