Season,WTeamID,LTeamID,WLoc,LLoc,WSeed,LSeed,SeedDiff,WCoach,LCoach,WLength,LLength,WSeason_ppg,LSeason_ppg,Season_ppg_diff,WSeason_ast,LSeason_ast,Season_ast_diff,WSeason_FGPercent,LSeason_FGPercent,Season_FGP_Diff,WSeason_FGPercent3,LSeason_FGPercent3,Season_FGP3_Diff,WSeason_FTPercent,LSeason_FTPercent,Season_FTP_Diff,WSeason_OR,WSeason_DR,LSeason_OR,LSeason_DR,Season_OR_diff,Season_DR_diff,WSeason_stl,LSeason_stl,Season_stl_diff,WSeason_blk,LSeason_blk,Season_blk_diff
2003,1421,1411,N,N,16,16,0,eddie_biedenbach,ronnie_courtney,31,33,79.5384615385,66.0,13.5384615385,16.3076923077,12.75,3.55769230769,0.474168859664,0.406488049296,0.067680810368,0.401956164816,0.28619945327,0.115756711546,0.764885104015,0.584721452328,0.180163651687,12.3076923077,26.3846153846,14.9166666667,20.6666666667,-2.60897435897,5.71794871795,8.61538461538,7.25,1.36538461538,3.53846153846,2.5,1.03846153846
2015,1112,1411,N,N,2,15,-13,sean_miller,mike_davis,33,33,77.3548387097,57.5833333333,19.7715053763,14.4193548387,9.41666666667,5.00268817204,0.493328971676,0.389861152214,0.103467819463,0.363163971586,0.230111905423,0.133052066162,0.708232679673,0.572226908336,0.136005771338,10.8387096774,26.9032258065,12.4166666667,20.9166666667,-1.57795698925,5.98655913978,7.32258064516,6.33333333333,0.989247311828,3.64516129032,3.08333333333,0.561827956989
2015,1112,1326,N,N,2,10,-8,sean_miller,thad_matta,33,33,77.3548387097,61.3,16.0548387097,14.4193548387,11.4,3.01935483871,0.493328971676,0.382107481041,0.111221490636,0.363163971586,0.285227021238,0.0779369503475,0.708232679673,0.646821326821,0.0614113528521,10.8387096774,26.9032258065,13.3,21.0,-2.46129032258,5.90322580645,7.32258064516,6.7,0.622580645161,3.64516129032,5.2,-1.55483870968
2015,1112,1462,N,N,2,6,-4,sean_miller,chris_mack,33,33,77.3548387097,70.3846153846,6.97022332506,14.4193548387,15.4615384615,-1.04218362283,0.493328971676,0.429287110356,0.0640418613209,0.363163971586,0.281534564909,0.0816294066766,0.708232679673,0.756785087453,-0.0485524077795,10.8387096774,26.9032258065,10.6153846154,24.4615384615,0.223325062035,2.44168734491,7.32258064516,5.46153846154,1.86104218362,3.64516129032,2.38461538462,1.26054590571
2017,1314,1411,N,N,1,16,-15,roy_williams,mike_davis,33,33,87.9615384615,70.0,17.9615384615,19.0,10.8181818182,8.18181818182,0.48250656442,0.399597645467,0.0829089189538,0.383159678822,0.271555208833,0.111604469989,0.706172473236,0.651795625743,0.0543768474922,16.4230769231,28.3461538462,13.7272727273,19.0909090909,2.6958041958,9.25524475524,7.38461538462,5.27272727273,2.11188811189,3.07692307692,1.72727272727,1.34965034965
2017,1314,1211,N,N,1,1,0,roy_williams,mark_few,33,33,87.9615384615,71.0,16.9615384615,19.0,8.0,11.0,0.48250656442,0.456140350877,0.0263662135431,0.383159678822,0.1875,0.195659678822,0.706172473236,0.551724137931,0.154448335305,16.4230769231,28.3461538462,12.0,26.0,4.42307692308,2.34615384615,7.38461538462,8.0,-0.615384615385,3.07692307692,2.0,1.07692307692
2017,1314,1246,N,N,1,2,-1,roy_williams,john_calipari,33,33,87.9615384615,76.2,11.7615384615,19.0,12.2,6.8,0.48250656442,0.415098968772,0.0674075956484,0.383159678822,0.308787878788,0.0743718000341,0.706172473236,0.659127474386,0.0470449988496,16.4230769231,28.3461538462,10.6,25.0,5.82307692308,3.34615384615,7.38461538462,6.2,1.18461538462,3.07692307692,4.8,-1.72307692308
2017,1314,1139,N,N,1,4,-3,roy_williams,chris_holtmann,33,33,87.9615384615,67.75,20.2115384615,19.0,11.625,7.375,0.48250656442,0.44049219792,0.0420143664998,0.383159678822,0.317215260373,0.0659444184488,0.706172473236,0.748700105042,-0.0425276318064,16.4230769231,28.3461538462,9.875,19.0,6.54807692308,9.34615384615,7.38461538462,6.375,1.00961538462,3.07692307692,2.0,1.07692307692
2017,1314,1332,N,N,1,3,-2,roy_williams,dana_altman,33,33,87.9615384615,66.8,21.1615384615,19.0,10.0,9.0,0.48250656442,0.390941193097,0.0915653713237,0.383159678822,0.267608861727,0.115550817095,0.706172473236,0.669025974026,0.0371464992096,16.4230769231,28.3461538462,12.2,22.6,4.22307692308,5.74615384615,7.38461538462,6.4,0.984615384615,3.07692307692,5.0,-1.92307692308
2017,1314,1116,N,N,1,8,-7,roy_williams,mike_anderson,33,33,87.9615384615,70.0,17.9615384615,19.0,9.77777777778,9.22222222222,0.48250656442,0.42068118548,0.06182537894,0.383159678822,0.302314814815,0.0808448640071,0.706172473236,0.751348950745,-0.0451764775095,16.4230769231,28.3461538462,11.1111111111,20.0,5.31196581197,8.34615384615,7.38461538462,6.55555555556,0.82905982906,3.07692307692,3.11111111111,-0.034188034188
2014,1142,1411,N,N,16,16,0,joe_callero,mike_davis,23,33,65.9090909091,70.9285714286,-5.01948051948,11.8181818182,12.5,-0.681818181818,0.437977400226,0.419145898672,0.0188315015541,0.406034628582,0.327292339418,0.0787422891642,0.713994654446,0.712848433603,0.00114622084264,9.90909090909,23.3636363636,12.6428571429,23.0714285714,-2.73376623377,0.292207792208,4.90909090909,4.57142857143,0.337662337662,2.81818181818,2.28571428571,0.532467532468
2011,1421,1114,N,N,16,16,0,eddie_biedenbach,steve_shields,31,33,74.3125,63.8125,10.5,14.4375,9.5625,4.875,0.481576404311,0.394127742832,0.0874486614792,0.33212594697,0.364133490918,-0.0320075439486,0.692042940719,0.645780680831,0.0462622598887,10.5625,26.25,10.75,19.9375,-0.1875,6.3125,9.0,6.0625,2.9375,4.6875,1.9375,2.75
2016,1235,1114,N,N,4,12,-8,steve_prohm,chris_beard,33,33,82.1428571429,67.75,14.3928571429,17.2857142857,7.5,9.78571428571,0.502836497425,0.403382357585,0.0994541398396,0.39297850338,0.305263577003,0.0877149263769,0.711209308535,0.756818181818,-0.0456088732828,9.04761904762,28.3333333333,7.5,22.5,1.54761904762,5.83333333333,6.57142857143,7.0,-0.428571428571,4.47619047619,2.5,1.97619047619
